Source,Target,Path,Length
59,252,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (687, {'title_length': 11, 'ctime_length': 1680089266, 'duration_length': 22, 'tid': 210, 'pagerank': 3.2340802346598e-05}), (679, {'title_length': 14, 'ctime_length': 1678706445, 'duration_length': 17, 'tid': 251, 'pagerank': 3.8202528181689105e-05}), (690, {'title_length': 23, 'ctime_length': 1678373357, 'duration_length': 16, 'tid': 21, 'pagerank': 3.0486202940069805e-05}), (158, {'title_length': 7, 'ctime_length': 1680585846, 'duration_length': 48, 'tid': 138, 'pagerank': 3.8590284167426584e-05}), (19, {'title_length': 14, 'ctime_length': 1680276696, 'duration_length': 146, 'tid': 138, 'pagerank': 3.110440274224587e-05}), (122, {'title_length': 7, 'ctime_length': 1680697949, 'duration_length': 114, 'tid': 138, 'pagerank': 3.9759199972710764e-05}), (153, {'title_length': 12, 'ctime_length': 1680696062, 'duration_length': 10, 'tid': 252, 'pagerank': 2.9043736734992328e-05})]",10
59,253,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (687, {'title_length': 11, 'ctime_length': 1680089266, 'duration_length': 22, 'tid': 210, 'pagerank': 3.2340802346598e-05}), (679, {'title_length': 14, 'ctime_length': 1678706445, 'duration_length': 17, 'tid': 251, 'pagerank': 3.8202528181689105e-05}), (694, {'title_length': 21, 'ctime_length': 1661944792, 'duration_length': 118, 'tid': 253, 'pagerank': 3.0486202940069805e-05})]",6
59,254,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (875, {'title_length': 23, 'ctime_length': 1676301620, 'duration_length': 32, 'tid': 158, 'pagerank': 3.0857518627571315e-05}), (1314, {'title_length': 15, 'ctime_length': 1679429566, 'duration_length': 246, 'tid': 138, 'pagerank': 3.1530747433401776e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (392, {'title_length': 30, 'ctime_length': 1680060742, 'duration_length': 227, 'tid': 250, 'pagerank': 3.155400259837391e-05}), (447, {'title_length': 52, 'ctime_length': 1680084169, 'duration_length': 108, 'tid': 254, 'pagerank': 2.9655180255177395e-05})]",7
59,255,"[(971, {'title_length': 9, 'ctime_length': 1678242622, 'duration_length': 41, 'tid': 59, 'pagerank': 2.9043736734992328e-05}), (957, {'title_length': 17, 'ctime_length': 1677239852, 'duration_length': 89, 'tid': 228, 'pagerank': 2.9661936537168386e-05}), (629, {'title_length': 8, 'ctime_length': 1675930907, 'duration_length': 22, 'tid': 21, 'pagerank': 3.2752935548048706e-05}), (270, {'title_length': 8, 'ctime_length': 1678123929, 'duration_length': 9, 'tid': 21, 'pagerank': 4.005778627172097e-05}), (342, {'title_length': 20, 'ctime_length': 1680524402, 'duration_length': 9, 'tid': 21, 'pagerank': 3.556895173505628e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (488, {'title_length': 13, 'ctime_length': 1680753535, 'duration_length': 11, 'tid': 21, 'pagerank': 3.502173398661132e-05}), (13, {'title_length': 19, 'ctime_length': 1680717745, 'duration_length': 32, 'tid': 255, 'pagerank': 2.924980333571768e-05})]",8
71,121,"[(1483, {'title_length': 7, 'ctime_length': 1673695959, 'duration_length': 124, 'tid': 71, 'pagerank': 2.924980333571768e-05}), (548, {'title_length': 34, 'ctime_length': 1680335763, 'duration_length': 243, 'tid': 85, 'pagerank': 3.151653594369658e-05}), (517, {'title_length': 34, 'ctime_length': 1679817299, 'duration_length': 291, 'tid': 250, 'pagerank': 4.062221394156054e-05}), (546, {'title_length': 15, 'ctime_length': 1679764604, 'duration_length': 149, 'tid': 138, 'pagerank': 2.924980333571768e-05}), (411, {'title_length': 30, 'ctime_length': 1680082602, 'duration_length': 812, 'tid': 250, 'pagerank': 4.442429452433948e-05}), (420, {'title_length': 9, 'ctime_length': 1679492270, 'duration_length': 332, 'tid': 138, 'pagerank': 3.7426834911105045e-05}), (451, {'title_length': 16, 'ctime_length': 1678437157, 'duration_length': 164, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (1652, {'title_length': 7, 'ctime_length': 1677851935, 'duration_length': 65, 'tid': 121, 'pagerank': 3.1722602544421935e-05})]",7
75,76,"[(53, {'title_length': 8, 'ctime_length': 1642473629, 'duration_length': 21, 'tid': 75, 'pagerank': 3.110440274224587e-05}), (52, {'title_length': 10, 'ctime_length': 1675439074, 'duration_length': 27, 'tid': 222, 'pagerank': 3.852280036835863e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (448, {'title_length': 21, 'ctime_length': 1680424087, 'duration_length': 440, 'tid': 157, 'pagerank': 3.171584626243094e-05}), (28, {'title_length': 16, 'ctime_length': 1680076948, 'duration_length': 368, 'tid': 76, 'pagerank': 4.6399123773861075e-05})]",9
75,85,"[(81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05}), (63, {'title_length': 9, 'ctime_length': 1670929909, 'duration_length': 13, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (61, {'title_length': 21, 'ctime_length': 1632047932, 'duration_length': 105, 'tid': 222, 'pagerank': 3.2340802346598e-05}), (57, {'title_length': 23, 'ctime_length': 1631099789, 'duration_length': 103, 'tid': 222, 'pagerank': 2.9868003137893746e-05}), (42, {'title_length': 16, 'ctime_length': 1680116078, 'duration_length': 214, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (78, {'title_length': 10, 'ctime_length': 1679751447, 'duration_length': 37, 'tid': 219, 'pagerank': 3.0486202940069805e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (98, {'title_length': 12, 'ctime_length': 1679470781, 'duration_length': 100, 'tid': 85, 'pagerank': 2.9918127446178286e-05})]",8
75,86,"[(781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (58, {'title_length': 12, 'ctime_length': 1679219249, 'duration_length': 11, 'tid': 76, 'pagerank': 3.295900214877406e-05}), (1304, {'title_length': 18, 'ctime_length': 1675523347, 'duration_length': 20, 'tid': 76, 'pagerank': 3.151653594369658e-05}), (902, {'title_length': 7, 'ctime_length': 1679509040, 'duration_length': 12, 'tid': 122, 'pagerank': 3.5596391760750796e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05}), (158, {'title_length': 7, 'ctime_length': 1680585846, 'duration_length': 48, 'tid': 138, 'pagerank': 3.8590284167426584e-05}), (19, {'title_length': 14, 'ctime_length': 1680276696, 'duration_length': 146, 'tid': 138, 'pagerank': 3.110440274224587e-05}), (2018, {'title_length': 14, 'ctime_length': 1666949053, 'duration_length': 24, 'tid': 86, 'pagerank': 2.8631603533541615e-05})]",8
75,121,"[(781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (776, {'title_length': 11, 'ctime_length': 1679588585, 'duration_length': 435, 'tid': 232, 'pagerank': 3.0486202940069805e-05}), (420, {'title_length': 9, 'ctime_length': 1679492270, 'duration_length': 332, 'tid': 138, 'pagerank': 3.7426834911105045e-05}), (451, {'title_length': 16, 'ctime_length': 1678437157, 'duration_length': 164, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (1652, {'title_length': 7, 'ctime_length': 1677851935, 'duration_length': 65, 'tid': 121, 'pagerank': 3.1722602544421935e-05})]",4
75,122,"[(81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05}), (63, {'title_length': 9, 'ctime_length': 1670929909, 'duration_length': 13, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (61, {'title_length': 21, 'ctime_length': 1632047932, 'duration_length': 105, 'tid': 222, 'pagerank': 3.2340802346598e-05}), (57, {'title_length': 23, 'ctime_length': 1631099789, 'duration_length': 103, 'tid': 222, 'pagerank': 2.9868003137893746e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (39, {'title_length': 18, 'ctime_length': 1680635668, 'duration_length': 62, 'tid': 21, 'pagerank': 3.516679122107637e-05}), (386, {'title_length': 19, 'ctime_length': 1680757665, 'duration_length': 101, 'tid': 122, 'pagerank': 3.6510305774261665e-05})]",7
75,124,"[(81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05}), (63, {'title_length': 9, 'ctime_length': 1670929909, 'duration_length': 13, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (61, {'title_length': 21, 'ctime_length': 1632047932, 'duration_length': 105, 'tid': 222, 'pagerank': 3.2340802346598e-05}), (57, {'title_length': 23, 'ctime_length': 1631099789, 'duration_length': 103, 'tid': 222, 'pagerank': 2.9868003137893746e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (348, {'title_length': 16, 'ctime_length': 1680359946, 'duration_length': 33, 'tid': 254, 'pagerank': 4.270995292346371e-05}), (358, {'title_length': 21, 'ctime_length': 1680689370, 'duration_length': 433, 'tid': 21, 'pagerank': 3.2782373633866616e-05}), (276, {'title_length': 78, 'ctime_length': 1680666125, 'duration_length': 156, 'tid': 124, 'pagerank': 3.492218194422514e-05})]",8
75,126,"[(781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (776, {'title_length': 11, 'ctime_length': 1679588585, 'duration_length': 435, 'tid': 232, 'pagerank': 3.0486202940069805e-05}), (420, {'title_length': 9, 'ctime_length': 1679492270, 'duration_length': 332, 'tid': 138, 'pagerank': 3.7426834911105045e-05}), (451, {'title_length': 16, 'ctime_length': 1678437157, 'duration_length': 164, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (1877, {'title_length': 14, 'ctime_length': 1681236541, 'duration_length': 78, 'tid': 126, 'pagerank': 3.2340802346598e-05})]",4
75,136,"[(781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (58, {'title_length': 12, 'ctime_length': 1679219249, 'duration_length': 11, 'tid': 76, 'pagerank': 3.295900214877406e-05}), (1281, {'title_length': 8, 'ctime_length': 1679495863, 'duration_length': 44, 'tid': 201, 'pagerank': 3.1722602544421935e-05}), (965, {'title_length': 10, 'ctime_length': 1679819410, 'duration_length': 85, 'tid': 136, 'pagerank': 2.9043736734992328e-05})]",3
75,137,"[(81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05}), (63, {'title_length': 9, 'ctime_length': 1670929909, 'duration_length': 13, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (61, {'title_length': 21, 'ctime_length': 1632047932, 'duration_length': 105, 'tid': 222, 'pagerank': 3.2340802346598e-05}), (57, {'title_length': 23, 'ctime_length': 1631099789, 'duration_length': 103, 'tid': 222, 'pagerank': 2.9868003137893746e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (348, {'title_length': 16, 'ctime_length': 1680359946, 'duration_length': 33, 'tid': 254, 'pagerank': 4.270995292346371e-05}), (217, {'title_length': 20, 'ctime_length': 1672148244, 'duration_length': 26, 'tid': 254, 'pagerank': 4.983499092212713e-05}), (215, {'title_length': 8, 'ctime_length': 1673403431, 'duration_length': 54, 'tid': 254, 'pagerank': 4.383971447326865e-05}), (216, {'title_length': 9, 'ctime_length': 1681018161, 'duration_length': 14, 'tid': 254, 'pagerank': 3.898022293260613e-05}), (254, {'title_length': 18, 'ctime_length': 1680777289, 'duration_length': 22, 'tid': 137, 'pagerank': 2.849826632130756e-05})]",10
75,138,"[(53, {'title_length': 8, 'ctime_length': 1642473629, 'duration_length': 21, 'tid': 75, 'pagerank': 3.110440274224587e-05}), (52, {'title_length': 10, 'ctime_length': 1675439074, 'duration_length': 27, 'tid': 222, 'pagerank': 3.852280036835863e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05})]",6
75,146,"[(81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05}), (63, {'title_length': 9, 'ctime_length': 1670929909, 'duration_length': 13, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (55, {'title_length': 8, 'ctime_length': 1678194013, 'duration_length': 23, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (586, {'title_length': 7, 'ctime_length': 1678419018, 'duration_length': 29, 'tid': 201, 'pagerank': 3.110440274224587e-05}), (577, {'title_length': 26, 'ctime_length': 1679127702, 'duration_length': 40, 'tid': 251, 'pagerank': 3.792045184316145e-05}), (558, {'title_length': 8, 'ctime_length': 1678861008, 'duration_length': 57, 'tid': 251, 'pagerank': 3.915685144751357e-05}), (590, {'title_length': 24, 'ctime_length': 1675316391, 'duration_length': 6347, 'tid': 146, 'pagerank': 2.9868003137893746e-05})]",6
75,147,"[(81, {'title_length': 9, 'ctime_length': 1669612286, 'duration_length': 11, 'tid': 75, 'pagerank': 2.924980333571768e-05}), (63, {'title_length': 9, 'ctime_length': 1670929909, 'duration_length': 13, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (61, {'title_length': 21, 'ctime_length': 1632047932, 'duration_length': 105, 'tid': 222, 'pagerank': 3.2340802346598e-05}), (57, {'title_length': 23, 'ctime_length': 1631099789, 'duration_length': 103, 'tid': 222, 'pagerank': 2.9868003137893746e-05}), (44, {'title_length': 12, 'ctime_length': 1680599439, 'duration_length': 230, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (436, {'title_length': 33, 'ctime_length': 1680616283, 'duration_length': 548, 'tid': 250, 'pagerank': 3.730133570314449e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (400, {'title_length': 18, 'ctime_length': 1679559314, 'duration_length': 6721, 'tid': 147, 'pagerank': 3.445314649823407e-05})]",7
75,153,"[(781, {'title_length': 14, 'ctime_length': 1679653044, 'duration_length': 77, 'tid': 75, 'pagerank': 3.0486202940069805e-05}), (58, {'title_length': 12, 'ctime_length': 1679219249, 'duration_length': 11, 'tid': 76, 'pagerank': 3.295900214877406e-05}), (1304, {'title_length': 18, 'ctime_length': 1675523347, 'duration_length': 20, 'tid': 76, 'pagerank': 3.151653594369658e-05}), (902, {'title_length': 7, 'ctime_length': 1679509040, 'duration_length': 12, 'tid': 122, 'pagerank': 3.5596391760750796e-05}), (715, {'title_length': 11, 'ctime_length': 1680837794, 'duration_length': 22, 'tid': 161, 'pagerank': 4.459700970666293e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1205, {'title_length': 4, 'ctime_length': 1680091030, 'duration_length': 26, 'tid': 161, 'pagerank': 2.8507963573106406e-05}), (6, {'title_length': 15, 'ctime_length': 1680423241, 'duration_length': 64, 'tid': 138, 'pagerank': 3.2340802346598e-05}), (14, {'title_length': 8, 'ctime_length': 1679819669, 'duration_length': 61, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (1924, {'title_length': 15, 'ctime_length': 1497436857, 'duration_length': 605, 'tid': 153, 'pagerank': 2.8631603533541615e-05})]",10
