Source,Target,Path,Length
162,198,"[(1319, {'title_length': 18, 'ctime_length': 1668713128, 'duration_length': 184, 'tid': 162, 'pagerank': 3.295900214877406e-05}), (1301, {'title_length': 20, 'ctime_length': 1679219248, 'duration_length': 52, 'tid': 162, 'pagerank': 3.2340802346598e-05}), (1244, {'title_length': 18, 'ctime_length': 1679028166, 'duration_length': 67, 'tid': 162, 'pagerank': 3.982788883961921e-05}), (1153, {'title_length': 15, 'ctime_length': 1679719996, 'duration_length': 50, 'tid': 162, 'pagerank': 5.854129284305864e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1205, {'title_length': 4, 'ctime_length': 1680091030, 'duration_length': 26, 'tid': 161, 'pagerank': 2.8507963573106406e-05}), (9, {'title_length': 2, 'ctime_length': 1680425970, 'duration_length': 26, 'tid': 138, 'pagerank': 3.0486202940069805e-05}), (1793, {'title_length': 2, 'ctime_length': 1676016382, 'duration_length': 28, 'tid': 198, 'pagerank': 2.8631603533541615e-05})]",7
162,199,"[(1265, {'title_length': 12, 'ctime_length': 1678089148, 'duration_length': 36, 'tid': 162, 'pagerank': 2.9868003137893746e-05}), (1313, {'title_length': 6, 'ctime_length': 1623405902, 'duration_length': 21, 'tid': 162, 'pagerank': 3.110440274224587e-05}), (1297, {'title_length': 15, 'ctime_length': 1642306769, 'duration_length': 467, 'tid': 162, 'pagerank': 3.110440274224587e-05}), (1301, {'title_length': 20, 'ctime_length': 1679219248, 'duration_length': 52, 'tid': 162, 'pagerank': 3.2340802346598e-05}), (1244, {'title_length': 18, 'ctime_length': 1679028166, 'duration_length': 67, 'tid': 162, 'pagerank': 3.982788883961921e-05}), (1269, {'title_length': 20, 'ctime_length': 1679294198, 'duration_length': 101, 'tid': 199, 'pagerank': 2.8631603533541615e-05})]",5
162,201,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1193, {'title_length': 9, 'ctime_length': 1680699829, 'duration_length': 60, 'tid': 85, 'pagerank': 2.9002523414847256e-05}), (147, {'title_length': 8, 'ctime_length': 1680663912, 'duration_length': 97, 'tid': 212, 'pagerank': 3.089833614152052e-05}), (150, {'title_length': 29, 'ctime_length': 1680600501, 'duration_length': 160, 'tid': 201, 'pagerank': 2.9043736734992328e-05})]",3
162,203,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (968, {'title_length': 12, 'ctime_length': 1677517640, 'duration_length': 12, 'tid': 138, 'pagerank': 3.089833614152052e-05}), (55, {'title_length': 8, 'ctime_length': 1678194013, 'duration_length': 23, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (586, {'title_length': 7, 'ctime_length': 1678419018, 'duration_length': 29, 'tid': 201, 'pagerank': 3.110440274224587e-05}), (577, {'title_length': 26, 'ctime_length': 1679127702, 'duration_length': 40, 'tid': 251, 'pagerank': 3.792045184316145e-05}), (558, {'title_length': 8, 'ctime_length': 1678861008, 'duration_length': 57, 'tid': 251, 'pagerank': 3.915685144751357e-05}), (594, {'title_length': 13, 'ctime_length': 1666066228, 'duration_length': 39, 'tid': 203, 'pagerank': 2.8631603533541615e-05})]",8
162,205,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1184, {'title_length': 18, 'ctime_length': 1679821784, 'duration_length': 14, 'tid': 162, 'pagerank': 4.150601069578262e-05}), (1154, {'title_length': 27, 'ctime_length': 1679985454, 'duration_length': 50, 'tid': 162, 'pagerank': 3.1722602544421935e-05}), (460, {'title_length': 29, 'ctime_length': 1680170919, 'duration_length': 135, 'tid': 205, 'pagerank': 2.924980333571768e-05})]",4
162,207,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1195, {'title_length': 19, 'ctime_length': 1681464498, 'duration_length': 14, 'tid': 162, 'pagerank': 3.8399160407923424e-05}), (672, {'title_length': 11, 'ctime_length': 1681306673, 'duration_length': 85, 'tid': 251, 'pagerank': 3.668405223880932e-05}), (638, {'title_length': 18, 'ctime_length': 1674796869, 'duration_length': 16, 'tid': 251, 'pagerank': 3.6104433846638436e-05}), (613, {'title_length': 28, 'ctime_length': 1675062820, 'duration_length': 123, 'tid': 251, 'pagerank': 3.2340802346598e-05}), (598, {'title_length': 7, 'ctime_length': 1676004634, 'duration_length': 64, 'tid': 251, 'pagerank': 3.33299220300797e-05}), (599, {'title_length': 16, 'ctime_length': 1679103624, 'duration_length': 36, 'tid': 251, 'pagerank': 3.589103549623768e-05}), (606, {'title_length': 11, 'ctime_length': 1677664601, 'duration_length': 277, 'tid': 207, 'pagerank': 2.8631603533541615e-05})]",8
162,208,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (981, {'title_length': 13, 'ctime_length': 1679993548, 'duration_length': 87, 'tid': 138, 'pagerank': 2.8830913852275977e-05}), (411, {'title_length': 30, 'ctime_length': 1680082602, 'duration_length': 812, 'tid': 250, 'pagerank': 4.442429452433948e-05}), (433, {'title_length': 31, 'ctime_length': 1678879621, 'duration_length': 3878, 'tid': 208, 'pagerank': 2.903698045300133e-05})]",5
162,209,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (968, {'title_length': 12, 'ctime_length': 1677517640, 'duration_length': 12, 'tid': 138, 'pagerank': 3.089833614152052e-05}), (55, {'title_length': 8, 'ctime_length': 1678194013, 'duration_length': 23, 'tid': 21, 'pagerank': 3.110440274224587e-05}), (586, {'title_length': 7, 'ctime_length': 1678419018, 'duration_length': 29, 'tid': 201, 'pagerank': 3.110440274224587e-05}), (577, {'title_length': 26, 'ctime_length': 1679127702, 'duration_length': 40, 'tid': 251, 'pagerank': 3.792045184316145e-05}), (558, {'title_length': 8, 'ctime_length': 1678861008, 'duration_length': 57, 'tid': 251, 'pagerank': 3.915685144751357e-05}), (592, {'title_length': 23, 'ctime_length': 1678073389, 'duration_length': 354, 'tid': 209, 'pagerank': 2.8631603533541615e-05})]",8
162,210,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1451, {'title_length': 16, 'ctime_length': 1680838107, 'duration_length': 110, 'tid': 47, 'pagerank': 3.186783043445694e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (96, {'title_length': 11, 'ctime_length': 1647586992, 'duration_length': 72, 'tid': 138, 'pagerank': 3.0486202940069805e-05}), (131, {'title_length': 8, 'ctime_length': 1650023108, 'duration_length': 112, 'tid': 210, 'pagerank': 3.5843934558929026e-05})]",5
162,212,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05}), (1207, {'title_length': 29, 'ctime_length': 1680865940, 'duration_length': 449, 'tid': 207, 'pagerank': 2.9126163375282465e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (459, {'title_length': 24, 'ctime_length': 1680869589, 'duration_length': 527, 'tid': 250, 'pagerank': 3.728640076400651e-05}), (159, {'title_length': 26, 'ctime_length': 1680945197, 'duration_length': 381, 'tid': 212, 'pagerank': 2.9661936537168386e-05})]",5
162,213,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1214, {'title_length': 9, 'ctime_length': 1680403671, 'duration_length': 18, 'tid': 138, 'pagerank': 2.8507963573106406e-05}), (19, {'title_length': 14, 'ctime_length': 1680276696, 'duration_length': 146, 'tid': 138, 'pagerank': 3.110440274224587e-05}), (122, {'title_length': 7, 'ctime_length': 1680697949, 'duration_length': 114, 'tid': 138, 'pagerank': 3.9759199972710764e-05}), (155, {'title_length': 22, 'ctime_length': 1680842707, 'duration_length': 470, 'tid': 213, 'pagerank': 2.8425536932816262e-05})]",5
162,214,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1193, {'title_length': 9, 'ctime_length': 1680699829, 'duration_length': 60, 'tid': 85, 'pagerank': 2.9002523414847256e-05}), (147, {'title_length': 8, 'ctime_length': 1680663912, 'duration_length': 97, 'tid': 212, 'pagerank': 3.089833614152052e-05}), (702, {'title_length': 11, 'ctime_length': 1678361680, 'duration_length': 13, 'tid': 214, 'pagerank': 3.295900214877406e-05}), (630, {'title_length': 12, 'ctime_length': 1678860597, 'duration_length': 13, 'tid': 214, 'pagerank': 3.1722602544421935e-05})]",4
162,215,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1466, {'title_length': 7, 'ctime_length': 1680799429, 'duration_length': 85, 'tid': 47, 'pagerank': 3.241781508604806e-05}), (1015, {'title_length': 15, 'ctime_length': 1680601578, 'duration_length': 349, 'tid': 220, 'pagerank': 2.9868003137893746e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (74, {'title_length': 10, 'ctime_length': 1671108649, 'duration_length': 175, 'tid': 215, 'pagerank': 3.1722602544421935e-05})]",8
162,216,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1451, {'title_length': 16, 'ctime_length': 1680838107, 'duration_length': 110, 'tid': 47, 'pagerank': 3.186783043445694e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (112, {'title_length': 6, 'ctime_length': 1676300207, 'duration_length': 229, 'tid': 216, 'pagerank': 2.924980333571768e-05})]",4
162,218,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1451, {'title_length': 16, 'ctime_length': 1680838107, 'duration_length': 110, 'tid': 47, 'pagerank': 3.186783043445694e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (97, {'title_length': 20, 'ctime_length': 1680921346, 'duration_length': 234, 'tid': 218, 'pagerank': 2.9868003137893746e-05})]",4
162,219,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1208, {'title_length': 6, 'ctime_length': 1680698575, 'duration_length': 56, 'tid': 162, 'pagerank': 3.3948121832255765e-05}), (1412, {'title_length': 14, 'ctime_length': 1680845239, 'duration_length': 41, 'tid': 219, 'pagerank': 3.297485342575293e-05}), (831, {'title_length': 10, 'ctime_length': 1681017205, 'duration_length': 36, 'tid': 218, 'pagerank': 3.605000115965438e-05}), (160, {'title_length': 16, 'ctime_length': 1680774050, 'duration_length': 56, 'tid': 219, 'pagerank': 3.50338796457328e-05})]",4
162,220,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1466, {'title_length': 7, 'ctime_length': 1680799429, 'duration_length': 85, 'tid': 47, 'pagerank': 3.241781508604806e-05}), (1015, {'title_length': 15, 'ctime_length': 1680601578, 'duration_length': 349, 'tid': 220, 'pagerank': 2.9868003137893746e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (54, {'title_length': 11, 'ctime_length': 1668424686, 'duration_length': 12, 'tid': 220, 'pagerank': 3.419540175312619e-05}), (77, {'title_length': 25, 'ctime_length': 1668739501, 'duration_length': 102, 'tid': 220, 'pagerank': 3.295900214877406e-05})]",7
162,221,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1466, {'title_length': 7, 'ctime_length': 1680799429, 'duration_length': 85, 'tid': 47, 'pagerank': 3.241781508604806e-05}), (1015, {'title_length': 15, 'ctime_length': 1680601578, 'duration_length': 349, 'tid': 220, 'pagerank': 2.9868003137893746e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05}), (41, {'title_length': 9, 'ctime_length': 1680342816, 'duration_length': 159, 'tid': 138, 'pagerank': 3.3577201950950124e-05}), (42, {'title_length': 16, 'ctime_length': 1680116078, 'duration_length': 214, 'tid': 138, 'pagerank': 3.295900214877406e-05}), (79, {'title_length': 31, 'ctime_length': 1592820049, 'duration_length': 688, 'tid': 221, 'pagerank': 2.8631603533541615e-05})]",9
162,222,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1466, {'title_length': 7, 'ctime_length': 1680799429, 'duration_length': 85, 'tid': 47, 'pagerank': 3.241781508604806e-05}), (1015, {'title_length': 15, 'ctime_length': 1680601578, 'duration_length': 349, 'tid': 220, 'pagerank': 2.9868003137893746e-05}), (43, {'title_length': 6, 'ctime_length': 1677996176, 'duration_length': 82, 'tid': 221, 'pagerank': 3.349656719414455e-05}), (51, {'title_length': 16, 'ctime_length': 1656914170, 'duration_length': 73, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (59, {'title_length': 13, 'ctime_length': 1637410547, 'duration_length': 78, 'tid': 222, 'pagerank': 3.4813601555302255e-05}), (69, {'title_length': 21, 'ctime_length': 1632918802, 'duration_length': 102, 'tid': 222, 'pagerank': 3.0486202940069805e-05})]",6
162,228,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05}), (1127, {'title_length': 19, 'ctime_length': 1679824934, 'duration_length': 570, 'tid': 233, 'pagerank': 3.184141571961493e-05}), (1438, {'title_length': 26, 'ctime_length': 1680605059, 'duration_length': 499, 'tid': 21, 'pagerank': 3.026051094879918e-05}), (292, {'title_length': 17, 'ctime_length': 1680673436, 'duration_length': 82, 'tid': 228, 'pagerank': 3.174675687124688e-05})]",4
162,229,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05})]",1
162,230,"[(984, {'title_length': 8, 'ctime_length': 1673241640, 'duration_length': 27, 'tid': 162, 'pagerank': 3.4607534954576895e-05}), (983, {'title_length': 10, 'ctime_length': 1675742058, 'duration_length': 25, 'tid': 162, 'pagerank': 3.972742102705673e-05}), (1153, {'title_length': 15, 'ctime_length': 1679719996, 'duration_length': 50, 'tid': 162, 'pagerank': 5.854129284305864e-05}), (170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (30, {'title_length': 12, 'ctime_length': 1680512530, 'duration_length': 168, 'tid': 229, 'pagerank': 3.514788737425672e-05}), (1127, {'title_length': 19, 'ctime_length': 1679824934, 'duration_length': 570, 'tid': 233, 'pagerank': 3.184141571961493e-05}), (1112, {'title_length': 18, 'ctime_length': 1677321869, 'duration_length': 337, 'tid': 230, 'pagerank': 2.931849220262613e-05})]",6
162,231,"[(984, {'title_length': 8, 'ctime_length': 1673241640, 'duration_length': 27, 'tid': 162, 'pagerank': 3.4607534954576895e-05}), (1157, {'title_length': 6, 'ctime_length': 1678416069, 'duration_length': 23, 'tid': 162, 'pagerank': 5.036716671641025e-05}), (987, {'title_length': 13, 'ctime_length': 1667650122, 'duration_length': 132, 'tid': 231, 'pagerank': 3.151653594369658e-05})]",2
162,232,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1208, {'title_length': 6, 'ctime_length': 1680698575, 'duration_length': 56, 'tid': 162, 'pagerank': 3.3948121832255765e-05}), (1412, {'title_length': 14, 'ctime_length': 1680845239, 'duration_length': 41, 'tid': 219, 'pagerank': 3.297485342575293e-05}), (1398, {'title_length': 14, 'ctime_length': 1680928879, 'duration_length': 15, 'tid': 21, 'pagerank': 4.2006307190144386e-05}), (1405, {'title_length': 9, 'ctime_length': 1680949548, 'duration_length': 238, 'tid': 182, 'pagerank': 3.0486202940069805e-05}), (1357, {'title_length': 18, 'ctime_length': 1680857798, 'duration_length': 13, 'tid': 21, 'pagerank': 2.9936692004802195e-05}), (1329, {'title_length': 22, 'ctime_length': 1680841120, 'duration_length': 15, 'tid': 238, 'pagerank': 2.924980333571768e-05}), (1340, {'title_length': 10, 'ctime_length': 1678445227, 'duration_length': 25, 'tid': 232, 'pagerank': 2.924980333571768e-05}), (614, {'title_length': 15, 'ctime_length': 1627305369, 'duration_length': 9, 'tid': 232, 'pagerank': 2.924980333571768e-05})]",8
162,233,"[(984, {'title_length': 8, 'ctime_length': 1673241640, 'duration_length': 27, 'tid': 162, 'pagerank': 3.4607534954576895e-05}), (1183, {'title_length': 7, 'ctime_length': 1680499743, 'duration_length': 12, 'tid': 162, 'pagerank': 3.3453561990514915e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (1207, {'title_length': 29, 'ctime_length': 1680865940, 'duration_length': 449, 'tid': 207, 'pagerank': 2.9126163375282465e-05}), (1420, {'title_length': 5, 'ctime_length': 1680924246, 'duration_length': 49, 'tid': 138, 'pagerank': 3.1722602544421935e-05}), (1489, {'title_length': 8, 'ctime_length': 1670145642, 'duration_length': 78, 'tid': 138, 'pagerank': 2.9868003137893746e-05}), (1054, {'title_length': 8, 'ctime_length': 1669838084, 'duration_length': 232, 'tid': 161, 'pagerank': 3.0486202940069805e-05}), (1031, {'title_length': 9, 'ctime_length': 1677448312, 'duration_length': 375, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1027, {'title_length': 12, 'ctime_length': 1678303442, 'duration_length': 107, 'tid': 161, 'pagerank': 3.2340802346598e-05}), (1048, {'title_length': 17, 'ctime_length': 1678420586, 'duration_length': 62, 'tid': 233, 'pagerank': 3.0486202940069805e-05})]",9
162,235,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1208, {'title_length': 6, 'ctime_length': 1680698575, 'duration_length': 56, 'tid': 162, 'pagerank': 3.3948121832255765e-05}), (1412, {'title_length': 14, 'ctime_length': 1680845239, 'duration_length': 41, 'tid': 219, 'pagerank': 3.297485342575293e-05}), (241, {'title_length': 16, 'ctime_length': 1680858495, 'duration_length': 46, 'tid': 254, 'pagerank': 3.38363725496215e-05}), (364, {'title_length': 29, 'ctime_length': 1680161957, 'duration_length': 80, 'tid': 235, 'pagerank': 2.8454975018634172e-05})]",4
162,236,"[(975, {'title_length': 8, 'ctime_length': 1678796061, 'duration_length': 145, 'tid': 162, 'pagerank': 4.6971530998098174e-05}), (1150, {'title_length': 7, 'ctime_length': 1662369861, 'duration_length': 46, 'tid': 162, 'pagerank': 4.2673570468683634e-05}), (1218, {'title_length': 8, 'ctime_length': 1680258192, 'duration_length': 15, 'tid': 162, 'pagerank': 3.852280036835863e-05}), (1153, {'title_length': 15, 'ctime_length': 1679719996, 'duration_length': 50, 'tid': 162, 'pagerank': 5.854129284305864e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (980, {'title_length': 19, 'ctime_length': 1679840022, 'duration_length': 12, 'tid': 236, 'pagerank': 3.028013633934445e-05})]",6
162,237,"[(984, {'title_length': 8, 'ctime_length': 1673241640, 'duration_length': 27, 'tid': 162, 'pagerank': 3.4607534954576895e-05}), (1183, {'title_length': 7, 'ctime_length': 1680499743, 'duration_length': 12, 'tid': 162, 'pagerank': 3.3453561990514915e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (17, {'title_length': 10, 'ctime_length': 1680411612, 'duration_length': 11, 'tid': 47, 'pagerank': 3.242322898688814e-05}), (0, {'title_length': 11, 'ctime_length': 1679203804, 'duration_length': 195, 'tid': 47, 'pagerank': 3.586317677122087e-05}), (83, {'title_length': 14, 'ctime_length': 1680169823, 'duration_length': 149, 'tid': 138, 'pagerank': 3.192866914514729e-05}), (105, {'title_length': 10, 'ctime_length': 1679814925, 'duration_length': 124, 'tid': 85, 'pagerank': 3.110440274224587e-05}), (1093, {'title_length': 30, 'ctime_length': 1679657192, 'duration_length': 391, 'tid': 253, 'pagerank': 3.0486202940069805e-05}), (1069, {'title_length': 45, 'ctime_length': 1679554613, 'duration_length': 129, 'tid': 161, 'pagerank': 4.714708715030249e-05}), (1105, {'title_length': 34, 'ctime_length': 1675143669, 'duration_length': 149, 'tid': 237, 'pagerank': 2.8631603533541615e-05})]",9
162,238,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (1208, {'title_length': 6, 'ctime_length': 1680698575, 'duration_length': 56, 'tid': 162, 'pagerank': 3.3948121832255765e-05}), (1412, {'title_length': 14, 'ctime_length': 1680845239, 'duration_length': 41, 'tid': 219, 'pagerank': 3.297485342575293e-05}), (158, {'title_length': 7, 'ctime_length': 1680585846, 'duration_length': 48, 'tid': 138, 'pagerank': 3.8590284167426584e-05}), (269, {'title_length': 5, 'ctime_length': 1680179146, 'duration_length': 10, 'tid': 238, 'pagerank': 3.110440274224587e-05})]",4
162,241,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (176, {'title_length': 11, 'ctime_length': 1680748496, 'duration_length': 253, 'tid': 138, 'pagerank': 3.20568883633764e-05}), (39, {'title_length': 18, 'ctime_length': 1680635668, 'duration_length': 62, 'tid': 21, 'pagerank': 3.516679122107637e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (375, {'title_length': 11, 'ctime_length': 1661596988, 'duration_length': 63, 'tid': 241, 'pagerank': 3.093580279619785e-05})]",4
162,242,"[(170, {'title_length': 9, 'ctime_length': 1680776118, 'duration_length': 70, 'tid': 162, 'pagerank': 3.3751489606021445e-05}), (176, {'title_length': 11, 'ctime_length': 1680748496, 'duration_length': 253, 'tid': 138, 'pagerank': 3.20568883633764e-05}), (39, {'title_length': 18, 'ctime_length': 1680635668, 'duration_length': 62, 'tid': 21, 'pagerank': 3.516679122107637e-05}), (370, {'title_length': 22, 'ctime_length': 1680187485, 'duration_length': 194, 'tid': 250, 'pagerank': 5.1947618225500784e-05}), (384, {'title_length': 16, 'ctime_length': 1680156572, 'duration_length': 1841, 'tid': 242, 'pagerank': 2.84630035874936e-05})]",4
162,244,"[(961, {'title_length': 12, 'ctime_length': 1674133138, 'duration_length': 35, 'tid': 162, 'pagerank': 3.337113535022477e-05}), (1158, {'title_length': 9, 'ctime_length': 1641987650, 'duration_length': 30, 'tid': 162, 'pagerank': 3.295900214877406e-05}), (1218, {'title_length': 8, 'ctime_length': 1680258192, 'duration_length': 15, 'tid': 162, 'pagerank': 3.852280036835863e-05}), (1153, {'title_length': 15, 'ctime_length': 1679719996, 'duration_length': 50, 'tid': 162, 'pagerank': 5.854129284305864e-05}), (1176, {'title_length': 9, 'ctime_length': 1680416674, 'duration_length': 16, 'tid': 162, 'pagerank': 4.274241030013474e-05}), (32, {'title_length': 18, 'ctime_length': 1679907956, 'duration_length': 32, 'tid': 161, 'pagerank': 4.272655902315586e-05}), (973, {'title_length': 10, 'ctime_length': 1677737995, 'duration_length': 46, 'tid': 244, 'pagerank': 2.9043736734992328e-05})]",6
